review_priority,evidence_basis,code,description_en,description_pt,nanda_domain,nanda_class,nanda_source_page,nanda_pdf_page,nic_code,nic_label_en,nic_label_pt,nic_reuse_count,noc_code,noc_label_en,noc_label_pt,noc_reuse_count,mapping_confidence,mapping_status,contextual_alternative_count,contextual_nic_codes,contextual_noc_codes,mapping_reference,mapping_rationale,mapping_review_date
normal,specific_literature_or_source,00447,Readiness for enhanced weight self-management,Preparação para um melhor autogerenciamento do peso,1,2,244,289,1260,Weight Management,Controle do Peso,1,1628,Weight Maintenance Behaviour,Comportamento de Manutenção do Peso,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Weight Management with Weight Maintenance Behaviour matches readiness for weight self-management.,2026-09-08
normal,specific_literature_or_source,00448,Risk for decreased diversional activity engagement,Risco de diminuição do envolvimento em atividades de lazer,1,1,208,241,5360,Recreational Therapy,Terapia Recreacional,2,1604,Leisure Participation,Participação em Atividades de Lazer,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/j.2047-3095.2013.01233.x,Leisure/recreation intervention and outcome directly target reduced diversional engagement.,2026-09-08
normal,specific_literature_or_source,00464,Risk for impaired surgical recovery,Risco de recuperação cirúrgica comprometida,4,3,370,455,2870,Post-anaesthesia Care,Cuidados Pós-Anestesia,2,2304,Surgical Recovery: Convalescence,Recuperação Cirúrgica: Convalescença,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1016/j.enfcli.2023.02.003,Post-anaesthesia/perioperative care with Surgical Recovery: Convalescence directly addresses delayed recovery.,2026-09-08
normal,specific_literature_or_source,00465,Impaired surgical recovery,Recuperação cirúrgica prejudicada,4,3,368,453,2870,Post-anaesthesia Care,Cuidados Pós-Anestesia,2,2304,Surgical Recovery: Convalescence,Recuperação Cirúrgica: Convalescença,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1016/j.enfcli.2023.02.003,Post-anaesthesia/perioperative care with Surgical Recovery: Convalescence directly addresses delayed recovery.,2026-09-08
normal,specific_literature_or_source,00466,Risk for suicidal self-injurious behaviour,Risco de comportamento suicida autolesivo,11,3,598,752,6340,Suicide Prevention,Prevenção do Suicídio,3,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Suicide Prevention and Risk Control are appropriate primary safety mappings for self-injury risk/behaviour.,2026-09-08
normal,specific_literature_or_source,00467,Non-suicidal self-injurious behaviour,Comportamento autolesivo não suicida,11,3,601,756,6340,Suicide Prevention,Prevenção do Suicídio,3,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Suicide Prevention and Risk Control are appropriate primary safety mappings for self-injury risk/behaviour.,2026-09-08
normal,specific_literature_or_source,00468,Risk for non-suicidal self-injurious behaviour,Risco de comportamento autolesivo não suicida,11,3,604,760,6340,Suicide Prevention,Prevenção do Suicídio,3,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Suicide Prevention and Risk Control are appropriate primary safety mappings for self-injury risk/behaviour.,2026-09-08
normal,specific_literature_or_source,00475,Excessive loneliness,Solidão excessiva,12,3,652,819,5100,Socialization Enhancement,Melhora da Socialização,5,1203,Loneliness Severity,Gravidade da Solidão,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,2026 linkage work identifies Loneliness Severity as the resolution outcome and Socialization Enhancement among primary interventions.,2026-09-08
normal,specific_literature_or_source,00477,Excessive fatigue burden,sobrecarga de fadiga excessiva,4,3,366,451,0180,Energy Management,Controle de Energia,6,0007,Fatigue Level,Nível de Fadiga,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Energy Management and Fatigue Level directly target excessive fatigue burden.,2026-09-08
normal,specific_literature_or_source,00484,Risk for disrupted immigration transition,Risco de transição migratória interrompida,9,1,486,601,5350,Relocation Stress Reduction,Redução do Estresse por Mudança,1,1305,Psychosocial Adjustment: Life Change,Ajuste Psicossocial: Mudança de Vida,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Relocation Stress Reduction and Psychosocial Adjustment: Life Change directly address migration-transition risk.,2026-09-08
normal,specific_literature_or_source,00485,Ineffective underweight self-management,Autogestão ineficaz do baixo peso,1,2,250,297,1240,Weight Gain Assistance,Assistência no Ganho de Peso,2,1626,Weight Gain Behaviour,Comportamento de Ganho de Peso,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Weight-gain assistance and Weight Gain Behaviour directly target underweight self-management.,2026-09-08
normal,specific_literature_or_source,00486,Risk for ineffective underweight self-management,Risco de autogestão ineficaz do baixo peso,1,2,253,301,1240,Weight Gain Assistance,Assistência no Ganho de Peso,2,1626,Weight Gain Behaviour,Comportamento de Ganho de Peso,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Weight-gain assistance and Weight Gain Behaviour directly target underweight self-management.,2026-09-08
normal,specific_literature_or_source,00487,Risk for ineffective overweight self-management,Risco de autogestão ineficaz do excesso de peso,1,2,248,294,1280,Weight Reduction Assistance,Assistência na Redução de Peso,2,1627,Weight Loss Behaviour,Comportamento de Perda de Peso,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Weight-reduction assistance and Weight Loss Behaviour directly target overweight self-management.,2026-09-08
normal,specific_literature_or_source,00489,Risk for ineffective blood glucose pattern self-management,Risco de autogestão ineficaz do padrão de glicemia,1,2,225,262,5602,Teaching: Disease Process,Ensino: Processo da Doença,5,1619,Self-Management: Diabetes,Autogestão do Diabetes,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Diabetes self-management is the direct NOC construct for blood-glucose self-management risk.,2026-09-08
normal,specific_literature_or_source,00491,Risk for impaired water-electrolyte balance,Risco de desequilíbrio hidroeletrolítico,2,5,309,373,2080,Fluid/Electrolyte Management,Controle de Líquidos/Eletrólitos,1,0606,Electrolyte Balance,Equilíbrio Eletrolítico,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Fluid/Electrolyte Management and Electrolyte Balance directly address the risk.,2026-09-08
normal,specific_literature_or_source,00495,Disrupted family identity syndrome,síndrome de identidade familiar desestruturada,6,1,428,530,7100,Family Integrity Promotion,Promoção da Integridade Familiar,6,2603,Family Integrity,Integridade Familiar,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Integrity Promotion and Family Integrity directly address family identity disruption.,2026-09-08
normal,specific_literature_or_source,00496,Risk for disrupted family identity syndrome,Risco de síndrome de identidade familiar desestruturada,6,1,430,532,7100,Family Integrity Promotion,Promoção da Integridade Familiar,6,2603,Family Integrity,Integridade Familiar,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Integrity Promotion and Family Integrity directly address family identity disruption.,2026-09-08
normal,specific_literature_or_source,00500,Risk for surgical wound infection,Risco de infecção da ferida cirúrgica,11,1,542,672,6540,Infection Control,Controle de Infecção,4,1924,Risk Control: Infectious Process,Controle de Risco: Processo Infeccioso,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8242432/,Infection Control and Risk Control: Infectious Process directly address infection risk.,2026-09-08
